일시,모기지수(수변부),모기지수(주거지),모기지수(공원),평균기온(°C),최저기온(°C),최고기온(°C),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),최고 해면기압(hPa),최저 해면기압(hPa),평균 해면기압(hPa),평균 지면온도(°C),연도,월,일,연도월
2022-01-20,0.0,0.0,0.0,-5.0,-9.8,0.9,4.7,1.8,42.0,63.5,1031.0,1026.2,1029.3,-2.5,2022,1,20,2022-01
2022-01-21,0.0,0.0,0.0,-2.7,-8.7,4.6,3.0,1.8,29.0,55.6,1032.8,1028.4,1030.3,-1.9,2022,1,21,2022-01
2022-01-22,0.0,0.0,0.0,0.3,-5.0,7.1,3.4,1.7,32.0,52.4,1028.5,1024.4,1026.3,-0.3,2022,1,22,2022-01
2022-01-23,12.1,0.2,0.0,2.0,-0.6,6.7,3.1,1.7,43.0,52.4,1025.0,1019.9,1022.3,0.4,2022,1,23,2022-01
2022-01-24,12.1,0.2,0.0,4.6,1.3,8.4,5.5,3.5,44.0,56.0,1023.1,1020.5,1021.7,0.8,2022,1,24,2022-01
2022-01-25,8.8,0.0,0.0,2.8,1.9,4.5,4.9,2.3,51.0,80.0,1022.2,1019.2,1021.0,0.9,2022,1,25,2022-01
2022-01-26,19.3,6.3,0.0,1.3,-1.9,6.8,4.6,2.2,33.0,62.8,1025.8,1022.2,1024.5,1.3,2022,1,26,2022-01
2022-01-27,22.7,4.6,0.0,-1.1,-4.6,4.0,4.1,2.1,31.0,50.0,1026.5,1022.8,1025.1,0.3,2022,1,27,2022-01
2022-01-28,1.6,0.0,0.0,-2.7,-5.9,2.1,5.1,2.8,33.0,51.6,1027.0,1023.3,1025.1,-0.9,2022,1,28,2022-01
2022-01-29,0.0,0.0,0.0,-3.6,-7.2,0.9,5.1,2.4,28.0,48.9,1024.8,1020.3,1022.4,-1.5,2022,1,29,2022-01
2022-01-30,0.0,0.0,0.0,-2.8,-8.0,2.4,4.6,2.2,27.0,45.4,1024.5,1020.6,1022.4,-1.4,2022,1,30,2022-01
2022-01-31,0.0,0.0,0.0,-0.7,-6.8,4.8,4.3,1.9,39.0,59.0,1025.9,1021.8,1023.8,-0.7,2022,1,31,2022-01
2022-02-01,0.0,0.0,0.0,-1.3,-2.7,0.9,4.4,2.6,59.0,76.6,1028.8,1021.8,1025.2,-0.4,2022,2,1,2022-02
2022-02-02,0.0,0.0,0.0,-3.4,-6.0,0.0,5.0,2.4,36.0,60.5,1030.2,1027.2,1028.5,-0.6,2022,2,2,2022-02
2022-02-03,0.0,0.0,0.0,-3.4,-6.9,0.4,4.6,2.4,34.0,52.4,1029.0,1026.0,1027.3,-0.8,2022,2,3,2022-02
2022-02-04,0.0,0.0,0.0,-5.2,-8.2,-0.7,6.5,3.1,35.0,53.3,1027.0,1023.5,1025.3,-2.6,2022,2,4,2022-02
2022-02-05,0.0,0.0,0.0,-6.6,-9.7,-2.0,6.8,3.1,36.0,48.8,1028.0,1024.4,1026.5,-3.1,2022,2,5,2022-02
2022-02-06,0.0,0.0,0.0,-3.9,-8.4,1.7,5.4,2.5,31.0,50.3,1029.9,1026.0,1028.0,-1.5,2022,2,6,2022-02
2022-02-07,0.0,0.0,0.0,-2.5,-7.3,1.9,4.6,1.8,31.0,51.3,1030.2,1026.3,1028.5,-1.6,2022,2,7,2022-02
2022-02-08,0.0,0.0,0.0,-0.1,-4.1,5.6,3.7,1.9,26.0,53.8,1028.5,1025.9,1027.5,1.3,2022,2,8,2022-02
2022-02-09,0.0,0.0,0.0,1.0,-4.3,7.2,3.5,1.8,26.0,52.3,1029.0,1023.0,1025.6,0.9,2022,2,9,2022-02
2022-02-10,0.0,0.0,0.0,1.4,-3.2,6.7,4.9,2.3,33.0,57.8,1024.9,1021.9,1023.3,2.1,2022,2,10,2022-02
2022-02-11,0.0,0.0,0.0,2.9,-2.6,8.8,3.5,1.8,34.0,61.1,1028.2,1024.5,1026.3,3.3,2022,2,11,2022-02
2022-02-12,0.0,0.0,0.0,4.8,-0.1,10.4,3.8,1.7,22.0,50.4,1027.1,1022.6,1024.7,5.1,2022,2,12,2022-02
2022-02-13,0.0,0.2,0.0,4.8,1.6,9.5,3.5,1.8,32.0,44.9,1023.5,1020.1,1022.0,2.2,2022,2,13,2022-02
2022-02-14,11.6,4.8,0.0,2.5,-1.3,8.1,5.7,2.9,43.0,68.3,1022.1,1017.7,1020.2,1.4,2022,2,14,2022-02
2022-02-15,21.0,5.8,0.0,-4.7,-7.7,-1.3,5.7,3.8,44.0,58.0,1023.7,1020.5,1022.1,-1.5,2022,2,15,2022-02
2022-02-16,4.9,0.0,0.0,-7.3,-9.6,-4.1,6.8,3.7,32.0,50.4,1025.7,1022.2,1024.1,-2.3,2022,2,16,2022-02
2022-02-17,0.0,0.0,0.0,-6.2,-10.7,-0.5,4.9,2.5,28.0,41.6,1031.2,1025.6,1028.7,-0.1,2022,2,17,2022-02
2022-02-18,0.0,0.0,0.0,-1.2,-8.0,5.7,3.6,2.0,21.0,40.4,1033.2,1026.3,1029.8,1.6,2022,2,18,2022-02
2022-02-19,0.0,0.0,0.0,-1.7,-6.2,3.7,6.6,2.9,38.0,52.9,1026.7,1021.4,1024.0,0.1,2022,2,19,2022-02
2022-02-20,0.0,0.0,0.0,-4.8,-8.4,-0.5,6.3,4.1,24.0,41.1,1029.1,1024.2,1026.6,0.3,2022,2,20,2022-02
2022-02-21,0.0,0.0,0.0,-3.0,-8.1,3.6,7.1,2.9,41.0,56.3,1030.9,1024.7,1027.9,-0.1,2022,2,21,2022-02
2022-02-22,0.0,0.0,0.0,-4.5,-8.0,0.5,5.6,3.2,33.0,43.3,1033.9,1030.3,1032.1,0.5,2022,2,22,2022-02
2022-02-23,0.0,0.0,0.0,-5.6,-10.0,-0.6,5.5,2.6,24.0,38.5,1035.6,1030.7,1033.1,0.3,2022,2,23,2022-02
2022-02-24,0.0,0.0,0.0,-2.4,-8.5,3.7,5.0,2.2,31.0,52.4,1033.2,1028.3,1030.7,1.9,2022,2,24,2022-02
2022-02-25,0.0,0.0,0.0,3.0,-3.6,8.4,4.8,2.3,55.0,77.5,1029.2,1023.6,1026.4,3.6,2022,2,25,2022-02
2022-02-26,0.0,0.0,0.0,5.4,1.0,9.3,7.2,3.9,63.0,78.4,1023.7,1011.6,1017.5,3.7,2022,2,26,2022-02
2022-02-27,0.0,1.0,0.0,3.7,-1.6,9.1,7.4,2.8,33.0,56.6,1023.2,1017.3,1021.6,3.9,2022,2,27,2022-02
2022-02-28,17.7,8.0,0.0,6.8,2.7,11.5,3.3,1.5,36.0,62.3,1024.2,1016.4,1020.5,3.4,2022,2,28,2022-02
2022-03-01,3.2,2.5,0.0,5.8,0.3,9.7,5.4,2.3,46.0,70.5,1018.5,1012.5,1014.7,5.7,2022,3,1,2022-03
2022-03-02,27.1,10.3,0.0,3.5,-2.3,8.8,6.3,2.7,29.0,55.9,1019.5,1015.9,1017.7,4.0,2022,3,2,2022-03
2022-03-03,13.8,8.9,0.0,5.8,0.9,12.4,4.7,2.1,24.0,52.9,1019.4,1016.7,1017.7,5.5,2022,3,3,2022-03
2022-03-04,0.0,2.2,0.0,6.9,0.6,14.6,8.8,3.6,35.0,60.5,1017.6,1005.9,1011.4,3.7,2022,3,4,2022-03
2022-03-05,17.1,5.9,0.0,2.3,-0.7,6.7,7.5,4.3,22.0,38.4,1020.0,1009.7,1015.8,4.4,2022,3,5,2022-03
2022-03-06,15.4,7.2,0.0,1.4,-3.0,6.8,4.9,2.6,20.0,39.5,1023.8,1019.6,1021.8,5.0,2022,3,6,2022-03
2022-03-07,8.2,0.5,0.0,2.8,-2.7,8.7,3.9,2.0,24.0,45.8,1022.6,1018.8,1020.7,3.9,2022,3,7,2022-03
2022-03-08,0.0,0.0,0.0,6.0,1.1,12.3,4.1,2.0,44.0,56.1,1020.2,1017.3,1019.2,6.8,2022,3,8,2022-03
2022-03-09,0.0,0.0,0.0,7.1,1.7,14.8,4.2,1.9,34.0,69.6,1023.6,1019.7,1021.8,9.0,2022,3,9,2022-03
2022-03-10,18.2,6.7,0.0,9.3,4.2,15.8,5.1,2.1,17.0,51.4,1022.5,1018.8,1020.6,9.3,2022,3,10,2022-03
2022-03-11,21.5,7.6,0.0,11.2,5.1,18.4,3.3,1.9,44.0,58.4,1020.3,1015.6,1018.1,11.4,2022,3,11,2022-03
2022-03-12,35.4,13.9,0.0,12.8,6.3,19.5,5.2,2.7,49.0,72.1,1018.4,1010.8,1014.6,12.1,2022,3,12,2022-03
2022-03-13,40.4,17.4,3.5,11.7,10.7,12.6,4.8,1.9,90.0,95.5,1013.7,1009.2,1010.9,11.1,2022,3,13,2022-03
2022-03-14,47.1,21.6,7.9,8.2,4.9,13.2,6.2,3.2,82.0,90.3,1013.6,1008.9,1011.4,7.7,2022,3,14,2022-03
2022-03-15,71.5,25.5,19.4,7.2,2.3,13.3,3.9,2.0,46.0,72.6,1016.3,1011.4,1014.2,9.8,2022,3,15,2022-03
2022-03-16,39.3,13.1,0.6,10.3,3.6,16.8,4.3,2.1,38.0,62.6,1019.8,1013.9,1016.6,10.8,2022,3,16,2022-03
2022-03-17,24.9,9.6,0.0,10.7,7.8,15.1,5.9,2.7,45.0,62.0,1021.0,1016.7,1018.8,9.7,2022,3,17,2022-03
2022-03-18,32.1,16.2,0.0,7.5,5.5,9.6,7.1,4.4,52.0,60.8,1017.7,1008.4,1011.2,7.2,2022,3,18,2022-03
2022-03-19,55.4,19.4,10.9,3.4,0.9,6.1,4.9,3.0,62.0,84.6,1015.6,1005.0,1009.5,4.6,2022,3,19,2022-03
2022-03-20,42.6,14.8,0.9,5.4,2.2,9.3,5.0,2.6,41.0,66.1,1022.9,1015.6,1018.8,8.2,2022,3,20,2022-03
2022-03-21,17.1,4.9,0.0,5.0,-0.3,10.9,4.9,2.4,27.0,49.5,1026.3,1022.1,1024.0,6.2,2022,3,21,2022-03
2022-03-22,24.3,8.0,0.0,7.1,1.1,13.6,5.1,2.2,27.0,48.9,1024.5,1019.0,1022.0,9.5,2022,3,22,2022-03
2022-03-23,10.4,4.9,0.0,6.2,4.9,8.2,4.0,2.3,41.0,56.8,1020.5,1016.4,1018.1,7.0,2022,3,23,2022-03
2022-03-24,18.2,9.0,0.0,8.2,3.9,12.4,3.9,1.8,56.0,70.6,1021.7,1017.4,1019.6,8.5,2022,3,24,2022-03
2022-03-25,39.3,11.9,0.0,12.0,6.3,17.2,6.1,2.6,46.0,70.0,1022.2,1003.2,1014.8,10.3,2022,3,25,2022-03
2022-03-26,33.8,14.0,0.0,11.8,9.5,14.7,6.0,2.9,53.0,80.9,1011.7,994.9,1002.3,12.0,2022,3,26,2022-03
2022-03-27,47.1,21.4,6.9,8.1,5.0,12.6,7.3,3.0,23.0,49.1,1022.6,1011.5,1016.0,10.8,2022,3,27,2022-03
2022-03-28,64.9,23.5,16.4,8.2,1.5,15.1,4.7,2.1,15.0,35.6,1027.5,1022.5,1025.7,10.5,2022,3,28,2022-03
2022-03-29,39.9,13.4,0.6,9.7,3.3,15.6,4.8,2.1,37.0,52.9,1027.4,1022.1,1024.4,11.6,2022,3,29,2022-03
2022-03-30,20.4,11.0,0.0,10.8,5.9,15.7,3.6,1.8,50.0,76.5,1022.7,1017.2,1020.6,9.7,2022,3,30,2022-03
2022-03-31,30.4,15.5,0.0,10.9,7.6,14.7,4.7,2.5,43.0,63.5,1028.0,1020.5,1023.8,11.9,2022,3,31,2022-03
2022-04-01,44.9,19.1,5.0,9.2,4.5,14.9,5.0,2.6,26.0,50.5,1030.8,1026.5,1028.7,12.2,2022,4,1,2022-04
2022-04-02,54.3,20.5,10.1,8.2,3.7,14.2,5.4,2.3,28.0,55.0,1028.9,1025.2,1027.3,11.6,2022,4,2,2022-04
2022-04-03,37.1,14.6,0.0,9.6,3.5,17.0,5.0,2.1,24.0,55.0,1029.3,1025.6,1027.8,12.6,2022,4,3,2022-04
2022-04-04,32.6,12.0,0.0,10.3,5.1,16.4,4.8,2.3,24.0,50.3,1029.7,1025.9,1027.6,13.4,2022,4,4,2022-04
2022-04-05,31.5,13.6,0.0,10.3,4.9,15.8,5.5,2.4,23.0,41.1,1026.6,1019.4,1022.3,12.3,2022,4,5,2022-04
2022-04-06,40.4,16.6,2.8,11.7,8.0,17.0,4.4,2.5,19.0,52.3,1023.2,1018.9,1020.9,13.8,2022,4,6,2022-04
2022-04-07,39.3,17.3,5.2,10.9,7.4,15.7,7.1,3.3,21.0,43.5,1020.3,1015.5,1017.9,15.1,2022,4,7,2022-04
2022-04-08,56.5,20.6,13.1,12.9,5.1,20.0,5.0,2.1,27.0,49.0,1021.9,1015.8,1018.7,16.1,2022,4,8,2022-04
2022-04-09,53.2,19.4,9.9,17.8,12.4,24.2,6.7,3.0,34.0,43.8,1015.9,1012.5,1014.6,18.1,2022,4,9,2022-04
2022-04-10,40.4,21.3,4.2,18.2,12.7,25.1,4.9,2.0,22.0,46.0,1017.8,1013.9,1016.1,20.1,2022,4,10,2022-04
2022-04-11,81.0,33.1,30.2,19.6,13.4,26.6,4.6,2.4,34.0,60.4,1016.3,1009.2,1012.6,22.4,2022,4,11,2022-04
2022-04-12,82.6,33.5,31.5,19.3,15.9,26.4,6.4,2.8,50.0,77.9,1011.9,1007.2,1010.4,23.6,2022,4,12,2022-04
2022-04-13,86.5,36.5,35.6,13.1,12.0,15.9,8.4,4.4,47.0,69.3,1017.4,1010.8,1014.5,13.0,2022,4,13,2022-04
2022-04-14,100.0,35.7,42.6,13.2,11.4,15.3,6.6,4.0,45.0,53.4,1020.5,1016.5,1018.3,14.2,2022,4,14,2022-04
2022-04-15,78.7,26.6,25.1,13.3,7.5,19.3,5.7,3.0,28.0,46.8,1020.7,1013.5,1017.6,19.0,2022,4,15,2022-04
2022-04-16,75.4,27.6,22.9,13.2,7.1,20.2,5.5,2.5,18.0,48.5,1019.2,1015.0,1017.5,19.1,2022,4,16,2022-04
2022-04-17,53.7,23.5,11.8,14.0,7.2,21.9,5.2,2.3,24.0,53.8,1019.6,1016.3,1017.9,19.5,2022,4,17,2022-04
2022-04-18,51.5,22.1,10.9,15.2,11.4,21.6,5.5,2.4,21.0,46.1,1019.3,1015.7,1017.6,19.3,2022,4,18,2022-04
2022-04-19,52.1,22.9,12.9,15.2,8.9,22.1,5.2,2.4,28.0,51.9,1018.6,1015.4,1017.1,20.5,2022,4,19,2022-04
2022-04-20,75.4,27.3,27.3,15.7,9.7,22.1,4.7,2.3,23.0,48.8,1018.0,1013.2,1015.7,21.3,2022,4,20,2022-04
2022-04-21,61.5,26.7,17.7,16.3,9.6,22.7,5.9,2.8,21.0,48.4,1015.1,1009.2,1011.7,19.7,2022,4,21,2022-04
2022-04-22,66.0,28.4,20.3,15.0,13.2,16.8,6.6,3.5,58.0,76.8,1012.8,1008.8,1010.4,15.1,2022,4,22,2022-04
2022-04-23,65.4,29.8,20.2,17.7,10.4,25.3,3.5,1.7,21.0,57.3,1015.0,1008.7,1011.9,22.9,2022,4,23,2022-04
2022-04-24,85.4,32.0,29.5,18.5,15.0,24.5,5.0,2.3,48.0,72.5,1012.5,1008.7,1011.2,22.8,2022,4,24,2022-04
2022-04-25,69.8,31.6,24.0,20.0,17.0,23.6,3.2,1.4,61.0,80.5,1013.8,1005.9,1010.5,20.6,2022,4,25,2022-04
2022-04-26,95.4,35.2,38.8,21.9,17.0,28.7,6.7,3.1,36.0,57.9,1009.3,998.6,1003.0,26.0,2022,4,26,2022-04
2022-04-27,100.0,41.2,45.0,17.7,12.6,23.9,4.7,2.7,17.0,31.5,1017.3,1009.3,1014.4,24.1,2022,4,27,2022-04
2022-04-28,100.0,41.9,47.2,18.2,11.6,25.9,5.6,2.6,19.0,44.0,1018.8,1013.2,1015.6,24.4,2022,4,28,2022-04
2022-04-29,82.1,33.1,30.6,13.4,10.7,16.5,5.7,3.4,54.0,70.6,1020.3,1014.2,1016.5,15.1,2022,4,29,2022-04
2022-04-30,76.5,32.6,28.2,13.0,10.5,17.8,6.6,2.9,49.0,68.0,1020.5,1014.5,1017.4,14.6,2022,4,30,2022-04
2022-05-01,71.5,26.9,21.1,13.4,7.9,19.2,7.5,3.1,22.0,54.8,1016.6,1010.3,1012.8,19.1,2022,5,1,2022-05
2022-05-02,70.4,24.1,21.0,14.2,9.1,19.4,5.2,2.4,26.0,56.5,1016.7,1011.6,1013.4,20.3,2022,5,2,2022-05
2022-05-03,56.0,23.9,13.1,14.8,9.1,20.8,5.3,2.5,24.0,45.9,1019.8,1016.7,1018.7,21.5,2022,5,3,2022-05
2022-05-04,62.6,26.4,17.2,17.8,10.0,25.2,5.7,2.7,31.0,43.3,1019.8,1016.5,1018.6,23.3,2022,5,4,2022-05
2022-05-05,62.6,26.8,17.7,18.9,12.5,25.8,4.8,2.2,30.0,48.1,1020.5,1015.7,1018.4,26.5,2022,5,5,2022-05
2022-05-06,67.6,32.0,22.6,19.6,13.7,25.6,5.1,2.5,40.0,67.1,1017.8,1014.1,1016.1,25.6,2022,5,6,2022-05
2022-05-07,81.5,35.1,31.2,18.4,15.3,23.1,5.9,3.0,18.0,52.4,1018.7,1015.3,1016.7,23.2,2022,5,7,2022-05
2022-05-08,88.2,37.6,35.1,15.3,11.7,18.2,5.2,2.8,35.0,51.8,1020.9,1017.1,1018.9,16.2,2022,5,8,2022-05
2022-05-09,97.1,36.4,39.1,17.9,11.0,25.3,4.5,2.2,30.0,56.4,1020.1,1015.3,1017.9,23.6,2022,5,9,2022-05
2022-05-10,77.1,31.4,25.1,19.9,13.6,26.3,4.6,2.2,16.0,39.0,1018.5,1012.8,1015.7,26.7,2022,5,10,2022-05
2022-05-11,73.2,32.3,26.0,19.7,16.6,25.2,4.4,2.4,34.6,50.0,1015.8,1013.0,1014.6,28.2,2022,5,11,2022-05
2022-05-12,87.6,37.9,35.0,20.9,14.1,28.1,4.8,1.9,32.0,51.5,1014.7,1007.6,1010.6,28.5,2022,5,12,2022-05
2022-05-13,100.0,38.4,44.4,19.4,15.0,25.2,6.1,2.2,28.0,45.8,1009.3,1004.6,1007.4,24.2,2022,5,13,2022-05
2022-05-14,90.4,39.2,37.4,15.7,11.9,20.0,6.3,3.3,29.0,45.5,1015.6,1009.1,1011.9,22.0,2022,5,14,2022-05
2022-05-15,95.4,37.4,39.1,16.2,10.5,22.4,6.4,3.2,24.0,39.8,1016.1,1011.2,1013.7,24.7,2022,5,15,2022-05
2022-05-16,78.2,30.8,26.6,17.3,10.9,23.7,5.9,2.9,36.1,56.0,1013.7,1008.3,1011.1,25.5,2022,5,16,2022-05
2022-05-17,70.4,29.8,23.0,20.0,13.0,27.4,5.1,2.6,36.1,60.0,1014.7,1010.8,1012.5,27.5,2022,5,17,2022-05
2022-05-18,72.6,32.0,24.9,20.0,15.7,25.4,6.0,2.9,39.0,59.4,1018.0,1012.9,1015.4,19.6,2022,5,18,2022-05
2022-05-19,84.3,37.0,33.5,19.9,16.1,24.2,5.4,3.0,43.0,53.6,1016.7,1014.6,1016.0,24.5,2022,5,19,2022-05
2022-05-20,99.3,39.2,41.6,20.6,15.6,25.8,5.1,2.3,28.0,52.8,1016.3,1010.5,1013.1,26.6,2022,5,20,2022-05
2022-05-21,100.0,40.2,42.3,20.1,16.1,26.0,5.1,2.5,48.0,70.8,1011.9,1006.5,1009.0,27.1,2022,5,21,2022-05
2022-05-22,98.7,40.8,41.3,20.3,15.7,25.8,4.6,2.5,52.0,70.9,1009.3,1005.6,1007.5,27.6,2022,5,22,2022-05
2022-05-23,100.0,38.9,43.1,23.0,17.8,30.7,4.3,2.3,39.0,63.5,1014.6,1009.3,1011.5,30.2,2022,5,23,2022-05
2022-05-24,99.3,39.8,42.9,22.9,16.7,30.2,4.6,2.1,29.0,56.8,1016.2,1011.3,1013.5,30.8,2022,5,24,2022-05
