일시,모기지수(수변부),모기지수(주거지),모기지수(공원),평균기온(°C),최저기온(°C),최고기온(°C),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),최고 해면기압(hPa),최저 해면기압(hPa),평균 해면기압(hPa),평균 지면온도(°C),연도,월,일,연도월
2020-01-01,5.5,5.5,5.5,-2.2,-6.5,0.3,2.6,0.6,37.0,64.4,1034.0,1031.2,1032.1,-0.9,2020,1,1,2020-01
2020-01-02,5.5,5.5,5.5,1.0,-0.7,3.8,4.0,1.2,54.0,65.4,1031.3,1028.2,1029.6,0.1,2020,1,2,2020-01
2020-01-03,5.5,5.5,5.5,-0.1,-3.4,4.6,3.5,1.7,26.0,56.9,1029.0,1025.8,1027.3,-0.4,2020,1,3,2020-01
2020-01-04,5.5,5.5,5.5,1.2,-2.8,6.1,4.5,1.9,32.0,50.8,1028.4,1024.4,1026.2,0.0,2020,1,4,2020-01
2020-01-05,5.5,5.5,5.5,1.3,-3.2,6.6,2.9,1.1,28.0,45.6,1032.6,1028.1,1030.6,-0.5,2020,1,5,2020-01
2020-01-06,5.5,5.5,5.5,3.1,0.6,4.6,5.4,3.1,39.0,65.4,1030.3,1020.5,1026.0,1.0,2020,1,6,2020-01
2020-01-07,5.5,5.5,5.5,6.3,4.2,7.7,6.3,4.0,93.0,95.0,1020.5,997.8,1009.7,5.1,2020,1,7,2020-01
2020-01-08,5.5,5.5,5.5,2.4,-0.4,8.9,6.3,3.3,73.0,86.1,1023.3,997.4,1014.3,4.0,2020,1,8,2020-01
2020-01-09,5.5,5.5,5.5,-1.2,-3.1,2.0,4.3,2.3,47.0,65.3,1025.9,1022.8,1024.3,1.3,2020,1,9,2020-01
2020-01-10,5.5,5.5,5.5,-0.6,-4.3,4.2,3.7,1.5,36.0,62.9,1026.2,1022.1,1023.9,0.2,2020,1,10,2020-01
2020-01-11,5.5,5.5,5.5,-0.1,-2.6,3.9,4.8,1.9,35.0,60.9,1022.6,1018.5,1020.3,0.1,2020,1,11,2020-01
2020-01-12,5.5,5.5,5.5,-1.0,-3.5,2.8,4.1,2.4,38.0,61.5,1020.6,1016.8,1018.4,0.4,2020,1,12,2020-01
2020-01-13,5.5,5.5,5.5,-2.9,-4.7,0.2,4.9,2.3,28.0,51.0,1026.0,1020.0,1023.4,-1.3,2020,1,13,2020-01
2020-01-14,5.5,5.5,5.5,-2.3,-5.7,2.6,3.3,1.6,20.0,45.3,1028.1,1024.2,1026.0,-1.6,2020,1,14,2020-01
2020-01-15,5.5,5.5,5.5,-2.7,-6.4,2.2,4.5,1.9,24.0,44.8,1030.0,1027.4,1028.7,-2.0,2020,1,15,2020-01
2020-01-16,5.5,5.5,5.5,-1.7,-5.5,3.2,4.4,1.6,24.0,43.0,1029.3,1025.3,1027.3,-1.6,2020,1,16,2020-01
2020-01-17,5.5,5.5,5.5,-0.6,-4.8,4.9,3.8,1.5,27.0,43.9,1025.7,1021.6,1023.5,-0.8,2020,1,17,2020-01
2020-01-18,5.5,5.5,5.5,0.3,-4.1,5.9,4.2,1.8,17.0,48.1,1023.1,1020.2,1021.7,-0.6,2020,1,18,2020-01
2020-01-19,5.5,5.5,5.5,1.9,-0.4,5.3,6.1,2.2,42.0,62.8,1020.9,1016.6,1018.7,0.5,2020,1,19,2020-01
2020-01-20,5.5,5.5,5.5,0.7,-3.3,5.5,5.7,2.5,24.0,46.8,1028.5,1020.3,1023.0,-0.1,2020,1,20,2020-01
2020-01-21,5.5,5.5,5.5,-0.4,-5.6,5.5,3.5,1.4,19.0,36.9,1032.4,1028.1,1029.8,-0.8,2020,1,21,2020-01
2020-01-22,5.5,5.5,5.5,3.0,-0.1,7.8,3.2,1.7,22.0,36.0,1028.9,1022.9,1025.4,1.3,2020,1,22,2020-01
2020-01-23,5.5,5.5,5.5,4.6,0.0,9.9,4.7,2.0,32.0,49.3,1027.2,1022.0,1024.2,2.2,2020,1,23,2020-01
2020-01-24,5.5,5.5,5.5,2.8,-1.3,7.4,3.7,1.7,43.0,63.0,1031.7,1027.2,1030.3,1.9,2020,1,24,2020-01
2020-01-25,5.5,5.5,5.5,4.3,0.6,8.8,3.9,1.5,49.0,63.1,1031.1,1027.2,1029.5,2.4,2020,1,25,2020-01
2020-01-26,5.5,5.5,5.5,5.5,-0.2,11.9,6.1,2.7,31.0,56.3,1029.5,1024.6,1027.2,3.5,2020,1,26,2020-01
2020-01-27,5.5,5.5,5.5,5.9,4.8,7.5,7.0,4.6,35.0,48.1,1025.8,1018.3,1021.0,3.6,2020,1,27,2020-01
2020-01-28,5.5,5.5,5.5,6.8,4.3,9.9,5.4,2.6,37.0,49.4,1019.6,1016.9,1018.2,4.6,2020,1,28,2020-01
2020-01-29,5.5,5.5,5.5,6.0,3.2,9.6,3.6,2.1,35.0,46.4,1018.8,1013.8,1015.8,3.7,2020,1,29,2020-01
2020-01-30,5.5,5.5,5.5,5.2,1.4,10.4,3.0,1.8,30.0,47.0,1016.9,1013.3,1014.9,3.0,2020,1,30,2020-01
2020-01-31,5.5,5.5,5.5,3.9,1.4,8.9,4.4,2.3,41.0,59.6,1022.6,1016.8,1019.7,2.8,2020,1,31,2020-01
2020-02-01,5.5,5.5,5.5,2.6,-1.2,7.6,4.7,1.7,43.0,66.6,1025.4,1022.2,1024.1,2.3,2020,2,1,2020-02
2020-02-02,5.5,5.5,5.5,1.5,-2.1,5.3,4.7,1.8,24.0,52.3,1027.4,1023.9,1025.6,1.9,2020,2,2,2020-02
2020-02-03,5.5,5.5,5.5,-0.4,-2.9,3.0,5.7,3.1,23.0,43.6,1029.4,1024.8,1027.3,2.3,2020,2,3,2020-02
2020-02-04,5.5,5.5,5.5,-1.6,-6.0,3.9,6.2,2.8,32.0,50.3,1029.2,1023.3,1026.7,0.3,2020,2,4,2020-02
2020-02-05,5.5,5.5,5.5,-8.3,-11.0,-4.9,5.5,3.3,27.0,37.3,1035.0,1027.8,1032.4,-2.5,2020,2,5,2020-02
2020-02-06,5.5,5.5,5.5,-6.4,-11.8,0.4,4.0,1.9,19.0,36.4,1036.7,1032.2,1034.2,-2.7,2020,2,6,2020-02
2020-02-07,5.5,5.5,5.5,-1.7,-7.2,2.2,3.5,2.0,14.0,45.1,1032.4,1026.9,1029.5,-0.4,2020,2,7,2020-02
2020-02-08,5.5,5.5,5.5,-0.1,-2.3,3.7,5.3,3.0,29.0,48.1,1028.9,1025.8,1027.5,1.4,2020,2,8,2020-02
2020-02-09,5.5,5.5,5.5,-0.5,-5.6,4.1,4.4,2.0,24.0,51.1,1029.0,1022.5,1025.5,0.5,2020,2,9,2020-02
2020-02-10,5.5,5.5,5.5,4.0,-0.7,9.6,4.2,1.7,25.0,49.4,1027.5,1021.6,1024.1,3.4,2020,2,10,2020-02
2020-02-11,5.5,5.5,5.5,6.8,-0.5,14.6,3.6,1.6,17.0,37.0,1029.1,1024.6,1026.9,0.6,2020,2,11,2020-02
2020-02-12,5.5,5.5,5.5,7.4,6.5,8.2,5.0,2.2,31.0,73.4,1024.7,1012.3,1016.9,5.8,2020,2,12,2020-02
2020-02-13,5.5,5.5,5.5,6.5,4.9,8.7,3.2,1.7,69.0,84.8,1021.5,1014.7,1019.3,6.6,2020,2,13,2020-02
2020-02-14,5.5,5.5,5.5,8.1,3.2,14.7,3.0,1.2,41.0,70.3,1022.8,1018.7,1020.8,6.9,2020,2,14,2020-02
2020-02-15,5.5,5.5,5.5,9.8,6.2,15.6,5.0,2.7,37.0,63.0,1022.9,1011.9,1017.6,6.6,2020,2,15,2020-02
2020-02-16,5.5,5.5,5.5,-1.4,-4.3,7.7,6.6,4.0,59.0,81.1,1016.2,1011.4,1013.5,2.2,2020,2,16,2020-02
2020-02-17,60.4,25.0,36.1,-5.9,-7.1,-3.9,5.6,3.4,52.0,64.3,1023.3,1015.8,1018.4,0.3,2020,2,17,2020-02
2020-02-18,33.7,14.0,20.1,-4.1,-8.3,1.3,4.1,2.3,27.0,44.0,1029.9,1023.0,1027.7,-0.1,2020,2,18,2020-02
2020-02-19,26.7,11.0,15.9,1.0,-4.4,6.4,3.2,1.5,35.0,56.8,1031.3,1029.0,1030.2,1.8,2020,2,19,2020-02
2020-02-20,36.3,15.0,21.6,4.6,-0.6,10.8,3.3,1.7,35.0,62.6,1035.3,1030.8,1033.4,4.0,2020,2,20,2020-02
2020-02-21,36.3,15.0,21.6,6.7,2.1,10.9,5.3,2.2,40.0,66.3,1034.8,1022.1,1029.2,4.4,2020,2,21,2020-02
2020-02-22,36.3,15.0,21.6,4.0,0.0,7.9,8.2,4.0,40.0,62.0,1029.9,1021.4,1024.9,4.2,2020,2,22,2020-02
2020-02-23,36.3,15.0,21.6,2.5,-2.5,8.0,4.2,2.0,25.0,48.6,1031.2,1026.8,1029.0,3.6,2020,2,23,2020-02
2020-02-24,36.3,15.0,21.6,7.0,0.8,12.2,3.4,1.6,35.0,51.8,1027.5,1021.1,1024.1,6.1,2020,2,24,2020-02
2020-02-25,36.3,15.0,21.6,6.7,4.7,9.4,6.8,4.2,58.0,73.5,1021.1,1014.8,1017.9,6.0,2020,2,25,2020-02
2020-02-26,36.3,15.0,21.6,6.4,2.8,10.4,4.0,2.1,39.0,59.6,1026.2,1020.4,1023.3,5.4,2020,2,26,2020-02
2020-02-27,36.3,15.0,21.6,6.1,1.3,12.5,4.4,2.0,27.0,54.0,1029.7,1026.1,1027.7,6.0,2020,2,27,2020-02
2020-02-28,36.3,15.0,21.6,4.5,3.6,5.9,4.2,1.4,43.0,79.4,1026.7,1019.7,1022.5,4.7,2020,2,28,2020-02
2020-02-29,36.3,15.0,21.6,7.7,4.5,13.0,4.2,1.7,41.0,68.6,1019.7,1016.0,1018.2,8.4,2020,2,29,2020-02
2020-03-01,36.3,15.0,21.6,5.8,3.2,10.1,4.7,2.0,58.0,71.8,1020.0,1016.5,1018.5,5.5,2020,3,1,2020-03
2020-03-02,36.3,15.0,21.6,3.4,0.0,7.6,4.9,2.7,33.0,55.3,1026.4,1020.0,1023.8,5.0,2020,3,2,2020-03
2020-03-03,36.3,15.0,21.6,4.8,0.3,10.5,4.7,2.6,35.0,57.0,1026.3,1021.3,1023.9,3.7,2020,3,3,2020-03
2020-03-04,36.5,15.1,21.8,2.2,-1.3,4.6,6.8,3.7,32.0,53.4,1024.5,1020.4,1022.2,4.0,2020,3,4,2020-03
2020-03-05,36.3,15.0,21.6,1.4,-2.8,6.3,4.1,2.5,25.0,47.5,1027.5,1023.6,1025.3,3.8,2020,3,5,2020-03
2020-03-06,36.3,15.0,21.6,3.7,-2.5,10.1,3.6,1.6,16.0,46.8,1025.2,1019.5,1022.3,4.5,2020,3,6,2020-03
2020-03-07,36.3,15.0,21.7,7.0,1.3,14.2,4.1,2.0,18.0,39.5,1020.2,1015.6,1018.0,7.0,2020,3,7,2020-03
2020-03-08,36.7,15.2,21.9,9.3,2.3,16.9,4.6,1.6,20.0,43.8,1020.9,1016.5,1018.4,8.6,2020,3,8,2020-03
2020-03-09,36.3,15.0,21.7,11.1,4.8,17.6,4.5,1.8,20.0,37.6,1018.6,1010.5,1013.9,9.7,2020,3,9,2020-03
2020-03-10,36.3,15.0,21.6,6.4,3.2,10.8,5.3,2.8,40.0,78.4,1011.6,1005.2,1008.0,6.5,2020,3,10,2020-03
2020-03-11,36.3,15.0,21.6,3.8,0.0,8.3,5.5,3.3,24.0,41.8,1022.4,1011.6,1018.4,4.8,2020,3,11,2020-03
2020-03-12,36.3,15.0,21.6,6.8,0.2,13.3,5.4,2.5,19.0,49.8,1023.2,1018.5,1021.4,5.5,2020,3,12,2020-03
2020-03-13,36.3,15.0,21.6,4.9,-0.1,8.7,5.4,3.3,18.0,41.0,1024.3,1020.2,1021.9,7.7,2020,3,13,2020-03
2020-03-14,36.3,15.0,21.6,3.6,-2.7,8.6,6.8,3.0,25.0,48.1,1021.5,1011.8,1015.6,5.6,2020,3,14,2020-03
2020-03-15,36.3,15.0,21.6,4.0,0.2,8.5,7.8,3.6,19.0,48.3,1018.2,1008.4,1011.9,6.2,2020,3,15,2020-03
2020-03-16,36.3,15.0,21.6,3.6,-2.1,9.1,5.2,2.8,17.0,42.4,1024.7,1018.2,1022.1,6.1,2020,3,16,2020-03
2020-03-17,36.3,15.0,21.6,6.6,3.1,12.3,5.2,2.1,50.0,65.8,1020.9,1012.1,1015.5,7.5,2020,3,17,2020-03
2020-03-18,36.3,15.0,21.6,10.0,2.7,17.0,4.4,1.8,16.0,45.8,1017.1,1008.4,1012.9,9.8,2020,3,18,2020-03
2020-03-19,36.3,15.0,21.6,9.1,5.8,12.1,8.2,4.8,27.0,49.0,1012.7,1000.7,1005.9,9.9,2020,3,19,2020-03
2020-03-20,36.3,15.0,21.6,8.8,3.1,14.0,6.6,3.1,15.0,39.6,1015.4,1011.8,1013.7,9.9,2020,3,20,2020-03
2020-03-21,36.3,15.0,21.6,12.8,7.9,19.5,5.1,2.0,36.0,56.5,1014.2,1007.9,1011.5,13.9,2020,3,21,2020-03
2020-03-22,36.3,15.0,21.6,11.0,6.1,16.5,5.6,3.0,13.0,37.5,1017.8,1011.7,1014.4,13.6,2020,3,22,2020-03
2020-03-23,36.3,15.0,21.6,10.6,5.4,17.0,4.8,1.9,20.0,37.9,1018.6,1014.6,1017.1,12.6,2020,3,23,2020-03
2020-03-24,36.3,15.0,21.6,11.4,5.3,17.9,4.0,1.8,15.0,35.0,1022.0,1018.1,1020.2,13.2,2020,3,24,2020-03
2020-03-25,36.3,15.0,21.6,12.5,6.1,19.2,5.3,1.9,17.0,33.6,1022.2,1018.1,1020.1,13.9,2020,3,25,2020-03
2020-03-26,36.3,15.0,21.6,14.8,8.1,20.6,5.3,1.9,24.0,53.8,1019.0,1011.6,1015.1,13.5,2020,3,26,2020-03
2020-03-27,36.3,15.0,21.6,11.9,6.7,15.8,5.8,3.3,27.0,56.4,1020.7,1009.7,1013.4,14.4,2020,3,27,2020-03
2020-03-28,36.3,15.0,21.6,7.7,4.5,12.8,5.5,3.2,11.0,17.9,1024.0,1018.4,1021.3,10.8,2020,3,28,2020-03
2020-03-29,36.3,15.0,21.6,8.7,1.3,16.1,4.6,2.0,16.0,30.6,1024.2,1018.9,1021.4,11.8,2020,3,29,2020-03
2020-03-30,36.3,15.0,21.6,10.2,4.3,16.9,4.1,1.8,14.0,38.4,1022.2,1018.0,1020.5,13.3,2020,3,30,2020-03
2020-03-31,36.3,15.0,21.6,11.9,4.7,18.6,4.4,2.0,15.0,34.5,1020.9,1014.3,1017.3,14.5,2020,3,31,2020-03
2020-04-01,36.3,15.0,21.6,11.3,6.0,17.4,7.3,3.7,17.0,35.6,1020.3,1011.5,1014.8,15.0,2020,4,1,2020-04
2020-04-02,36.3,15.0,21.6,9.3,3.4,15.5,5.5,2.3,15.0,41.4,1023.5,1020.1,1022.0,13.1,2020,4,2,2020-04
2020-04-03,36.3,15.0,21.6,10.0,5.3,16.3,5.7,2.7,23.0,53.8,1023.6,1018.4,1020.9,14.2,2020,4,3,2020-04
2020-04-04,36.3,15.0,21.6,8.9,5.0,13.3,6.3,3.4,10.0,36.4,1022.5,1017.0,1019.0,13.8,2020,4,4,2020-04
2020-04-05,36.3,15.0,21.6,7.2,1.9,13.7,5.4,2.8,13.0,29.5,1023.8,1020.2,1022.3,12.4,2020,4,5,2020-04
2020-04-06,36.3,15.0,21.6,9.3,2.9,16.1,5.9,2.4,18.0,38.3,1022.9,1017.7,1020.4,13.8,2020,4,6,2020-04
2020-04-07,36.3,15.0,21.6,10.6,6.0,16.8,5.1,2.5,32.0,56.6,1019.3,1013.0,1015.7,14.8,2020,4,7,2020-04
2020-04-08,36.3,15.0,21.6,9.4,5.2,14.2,5.9,3.5,13.0,25.5,1021.2,1015.5,1018.2,14.3,2020,4,8,2020-04
2020-04-09,36.3,15.0,21.6,8.9,4.3,14.7,5.7,2.8,30.0,44.6,1024.7,1020.3,1022.0,14.0,2020,4,9,2020-04
2020-04-10,36.3,15.0,21.6,10.7,5.8,16.8,4.1,2.4,32.0,52.6,1026.4,1022.3,1024.5,17.0,2020,4,10,2020-04
2020-04-11,36.3,15.0,21.6,9.9,6.2,16.0,4.9,2.5,39.0,63.8,1024.1,1016.6,1019.6,15.6,2020,4,11,2020-04
2020-04-12,36.3,15.0,21.6,9.9,4.4,15.6,7.4,3.8,39.0,58.6,1016.7,1013.2,1014.8,13.2,2020,4,12,2020-04
2020-04-13,36.3,15.0,21.6,12.4,4.3,20.4,5.5,3.1,16.0,39.4,1015.8,1011.8,1014.2,18.0,2020,4,13,2020-04
2020-04-14,36.3,15.0,21.6,13.0,7.6,19.6,5.3,2.4,23.0,46.8,1018.0,1014.8,1016.5,18.7,2020,4,14,2020-04
2020-04-15,36.3,15.0,21.6,13.2,7.2,20.2,5.6,2.2,25.0,39.8,1017.1,1012.5,1014.9,17.5,2020,4,15,2020-04
2020-04-16,36.3,15.0,21.6,16.0,8.9,23.8,4.5,2.3,23.0,39.9,1018.7,1013.3,1016.2,20.1,2020,4,16,2020-04
2020-04-17,36.3,15.0,21.6,12.5,10.4,15.4,4.8,2.4,45.0,77.8,1016.4,1010.3,1012.5,12.1,2020,4,17,2020-04
2020-04-18,36.3,15.0,21.6,13.5,8.5,19.6,4.8,2.6,44.0,67.9,1019.2,1011.6,1016.1,18.1,2020,4,18,2020-04
2020-04-19,36.3,15.0,21.6,12.3,9.5,15.5,5.2,2.7,51.0,75.8,1018.8,1010.3,1014.4,12.5,2020,4,19,2020-04
2020-04-20,36.3,15.0,21.6,10.0,7.6,13.1,6.8,3.3,56.0,73.0,1013.9,1009.0,1010.9,10.2,2020,4,20,2020-04
2020-04-21,36.3,15.0,21.6,7.4,4.8,10.4,8.9,4.4,29.0,49.0,1017.2,1012.7,1014.3,12.2,2020,4,21,2020-04
2020-04-22,36.3,15.0,21.6,6.0,4.1,8.3,6.4,4.0,35.0,46.8,1018.1,1015.2,1016.5,9.8,2020,4,22,2020-04
2020-04-23,36.3,15.0,21.6,7.9,2.9,12.8,7.9,3.7,28.0,47.8,1018.1,1013.4,1016.0,12.7,2020,4,23,2020-04
2020-04-24,36.3,15.0,21.6,9.9,4.1,14.3,8.2,3.9,29.0,55.6,1016.6,1011.4,1013.4,14.5,2020,4,24,2020-04
2020-04-25,54.7,22.7,32.7,13.1,9.9,17.1,7.8,3.9,45.0,54.4,1013.8,1007.2,1009.5,15.7,2020,4,25,2020-04
2020-04-26,60.7,25.1,36.2,12.3,6.8,19.0,6.5,3.2,20.0,43.1,1020.0,1013.8,1017.2,18.3,2020,4,26,2020-04
2020-04-27,71.7,29.7,42.8,12.9,8.7,18.3,5.5,2.8,25.0,49.8,1021.0,1017.9,1019.6,17.1,2020,4,27,2020-04
2020-04-28,68.8,28.5,41.1,13.9,7.8,19.9,5.5,3.0,26.0,50.0,1022.1,1017.3,1019.6,20.1,2020,4,28,2020-04
2020-04-29,36.3,15.0,21.6,14.9,9.3,21.0,5.2,2.6,25.0,48.6,1020.9,1017.8,1019.2,21.1,2020,4,29,2020-04
2020-04-30,74.7,31.0,44.6,17.1,9.3,23.4,5.9,2.7,41.0,57.1,1018.9,1012.2,1015.8,23.0,2020,4,30,2020-04
2020-05-01,78.7,32.6,47.0,20.2,16.4,26.2,5.5,2.7,54.0,73.6,1014.3,1010.6,1012.9,25.7,2020,5,1,2020-05
2020-05-02,88.3,36.6,52.7,20.3,18.0,23.9,4.6,2.3,62.0,79.6,1013.6,1008.3,1011.2,22.7,2020,5,2,2020-05
2020-05-03,103.7,43.0,62.0,21.8,17.0,27.4,3.9,2.0,46.0,68.8,1008.5,1003.0,1005.8,26.7,2020,5,3,2020-05
2020-05-04,104.3,43.2,62.3,20.2,14.8,25.3,4.6,2.7,44.0,63.9,1011.0,1005.0,1008.0,28.9,2020,5,4,2020-05
2020-05-05,112.7,46.7,67.3,16.0,13.1,19.3,5.3,1.9,54.0,67.9,1013.5,1010.5,1011.6,17.1,2020,5,5,2020-05
2020-05-06,103.7,43.0,62.0,19.4,11.1,27.6,4.4,2.1,19.0,50.0,1015.7,1010.7,1013.7,26.5,2020,5,6,2020-05
2020-05-07,36.3,15.0,21.6,20.7,14.9,26.5,4.3,2.5,20.0,32.5,1018.8,1015.3,1017.1,25.7,2020,5,7,2020-05
2020-05-08,99.5,41.2,59.4,19.9,14.3,27.3,4.5,2.4,11.0,32.8,1016.9,1011.9,1014.4,27.3,2020,5,8,2020-05
2020-05-09,106.5,44.1,63.6,14.2,12.7,16.8,5.9,3.6,76.0,94.4,1013.9,1001.6,1004.9,15.1,2020,5,9,2020-05
2020-05-10,102.1,42.3,61.0,14.4,12.8,16.6,4.1,2.5,78.0,88.6,1010.1,1004.3,1007.1,15.7,2020,5,10,2020-05
2020-05-11,75.9,31.5,45.3,16.5,12.4,22.0,5.6,3.0,27.0,61.0,1009.9,1005.3,1007.8,20.2,2020,5,11,2020-05
2020-05-12,76.7,31.8,45.8,14.3,10.5,18.9,5.4,2.9,47.0,69.4,1011.0,1002.7,1005.2,17.6,2020,5,12,2020-05
2020-05-13,85.6,35.5,51.1,16.1,10.2,21.8,6.5,2.8,24.0,47.3,1017.8,1011.1,1015.3,20.5,2020,5,13,2020-05
2020-05-14,36.3,15.0,21.6,19.3,12.4,25.4,4.3,2.0,20.0,35.4,1018.9,1012.7,1016.0,21.8,2020,5,14,2020-05
2020-05-15,83.8,34.7,50.1,16.1,14.1,20.2,5.3,3.0,34.0,81.4,1013.6,1005.8,1008.8,15.9,2020,5,15,2020-05
2020-05-16,99.0,41.0,59.1,16.7,15.0,20.3,3.3,1.6,74.0,90.3,1008.2,1005.0,1006.7,18.3,2020,5,16,2020-05
2020-05-17,83.8,34.7,50.1,19.1,14.6,24.9,4.3,1.7,58.0,80.1,1007.8,1002.9,1005.2,21.2,2020,5,17,2020-05
2020-05-18,86.5,35.8,51.6,19.1,13.2,26.8,7.2,2.4,46.0,79.4,1003.8,992.0,998.2,21.6,2020,5,18,2020-05
2020-05-19,98.0,40.6,58.5,13.0,10.1,17.1,7.2,3.2,52.0,73.6,1008.5,996.9,1000.8,16.1,2020,5,19,2020-05
2020-05-20,98.0,40.6,58.5,14.4,9.2,20.1,3.0,1.9,46.0,60.4,1014.7,1008.5,1011.8,17.3,2020,5,20,2020-05
2020-05-21,71.3,29.6,42.6,17.4,10.9,22.9,3.3,2.1,40.0,56.1,1016.4,1012.5,1014.5,20.5,2020,5,21,2020-05
2020-05-22,76.7,31.8,45.8,18.5,14.8,22.7,4.9,1.9,55.0,68.5,1015.1,1009.8,1012.7,20.0,2020,5,22,2020-05
2020-05-23,89.7,37.2,53.6,20.1,16.6,25.0,4.7,2.2,44.0,66.1,1012.3,1008.8,1011.0,23.3,2020,5,23,2020-05
2020-05-24,95.0,39.4,56.7,17.1,14.3,20.2,6.5,2.9,70.0,84.8,1012.8,1006.1,1009.6,19.0,2020,5,24,2020-05
2020-05-25,103.2,42.8,61.6,16.6,13.7,21.3,3.8,2.1,62.0,81.0,1013.8,1010.6,1012.3,20.3,2020,5,25,2020-05
2020-05-26,88.3,36.6,52.7,16.2,12.7,22.9,5.4,2.1,47.0,81.9,1012.4,1007.2,1009.5,19.2,2020,5,26,2020-05
2020-05-27,86.0,35.7,51.4,17.4,11.8,23.9,5.9,2.6,31.0,68.5,1011.0,1007.7,1009.3,21.4,2020,5,27,2020-05
2020-05-28,84.3,34.9,50.3,18.7,14.2,23.4,3.9,1.9,38.0,62.8,1012.2,1008.3,1009.6,20.5,2020,5,28,2020-05
2020-05-29,89.9,37.3,53.7,20.7,14.6,27.6,4.1,2.0,38.0,65.6,1016.9,1012.2,1014.8,24.3,2020,5,29,2020-05
2020-05-30,98.3,40.8,58.7,22.6,16.5,30.0,4.3,1.9,29.0,57.3,1018.7,1013.6,1016.0,27.6,2020,5,30,2020-05
2020-05-31,106.6,44.2,63.7,21.2,17.6,28.0,5.7,2.3,39.0,63.0,1015.4,1008.6,1011.3,25.7,2020,5,31,2020-05
2020-06-01,117.9,48.9,70.4,19.7,16.6,24.5,6.2,3.4,37.0,64.3,1010.5,1008.5,1009.6,26.6,2020,6,1,2020-06
2020-06-02,109.4,45.3,65.3,17.9,14.8,21.8,4.1,2.2,43.0,71.0,1011.3,1004.7,1007.3,18.3,2020,6,2,2020-06
2020-06-03,101.1,41.9,60.4,22.0,17.6,28.4,5.6,2.4,47.0,73.3,1005.7,1000.6,1003.7,27.1,2020,6,3,2020-06
2020-06-04,92.0,38.1,55.0,21.9,19.7,26.5,4.7,2.7,57.0,81.1,1006.6,1002.6,1003.9,26.8,2020,6,4,2020-06
2020-06-05,115.3,47.8,68.9,23.0,18.4,28.7,3.8,1.8,45.0,69.4,1008.3,1005.1,1007.0,29.8,2020,6,5,2020-06
2020-06-06,113.6,47.1,67.9,24.6,19.2,30.9,4.4,2.0,38.0,63.6,1010.0,1005.9,1007.9,31.4,2020,6,6,2020-06
2020-06-07,120.0,49.7,71.7,22.7,19.2,29.2,5.1,2.3,44.0,69.4,1013.2,1009.8,1011.7,30.2,2020,6,7,2020-06
2020-06-08,134.4,55.7,80.3,25.0,19.8,32.0,5.5,2.1,40.0,63.6,1016.2,1012.6,1014.4,32.7,2020,6,8,2020-06
2020-06-09,120.4,49.9,71.9,26.7,20.3,32.8,4.3,2.3,34.0,51.6,1015.9,1012.2,1014.0,34.1,2020,6,9,2020-06
2020-06-10,133.2,55.2,79.5,25.8,22.5,32.1,6.2,2.0,41.0,63.8,1013.4,1005.3,1008.6,32.8,2020,6,10,2020-06
2020-06-11,145.5,60.3,86.9,26.1,21.7,31.6,4.6,2.2,38.0,68.3,1005.4,1000.8,1003.3,30.1,2020,6,11,2020-06
2020-06-12,138.8,57.6,82.9,24.7,21.6,27.6,3.0,1.7,49.0,68.6,1005.7,1003.7,1004.8,25.8,2020,6,12,2020-06
2020-06-13,141.0,58.5,84.2,26.9,20.6,33.5,5.0,1.9,27.0,52.8,1005.9,1001.9,1003.9,34.6,2020,6,13,2020-06
2020-06-14,133.0,55.1,79.5,24.0,20.1,28.8,5.9,2.9,41.0,70.6,1007.2,1002.3,1004.0,29.6,2020,6,14,2020-06
2020-06-15,147.0,60.9,87.8,23.0,18.2,28.6,6.3,2.8,31.0,62.3,1008.1,1004.1,1006.1,31.1,2020,6,15,2020-06
2020-06-16,126.6,52.5,75.6,24.4,20.0,30.7,4.4,2.2,37.0,63.0,1007.0,1003.4,1005.5,32.2,2020,6,16,2020-06
2020-06-17,120.0,49.7,71.7,24.3,20.2,30.3,4.3,2.0,37.0,58.6,1006.1,1003.3,1005.0,31.1,2020,6,17,2020-06
2020-06-18,129.1,53.5,77.1,23.4,20.3,27.3,3.4,1.6,47.0,61.4,1005.6,1000.9,1002.8,26.7,2020,6,18,2020-06
2020-06-19,128.4,53.2,76.7,24.7,21.1,30.0,4.2,2.1,45.0,61.4,1009.5,1002.8,1006.1,29.6,2020,6,19,2020-06
2020-06-20,122.5,50.8,73.2,24.9,20.7,29.7,4.6,2.1,48.0,62.6,1011.3,1008.0,1009.8,31.9,2020,6,20,2020-06
2020-06-21,131.2,54.4,78.4,26.1,19.5,32.7,4.5,2.0,39.0,59.5,1009.9,1005.0,1007.7,34.1,2020,6,21,2020-06
2020-06-22,132.5,54.9,79.2,28.6,21.7,35.4,4.1,2.0,26.0,50.5,1008.7,1006.1,1007.6,36.3,2020,6,22,2020-06
2020-06-23,141.3,58.6,84.4,27.3,23.2,31.0,3.7,1.9,42.0,53.5,1009.6,1006.4,1007.9,32.1,2020,6,23,2020-06
2020-06-24,160.6,66.6,95.9,22.3,19.9,26.3,5.7,2.7,55.0,83.5,1006.4,1000.7,1002.9,22.7,2020,6,24,2020-06
